dato,skole,elevdag,sfodag,kommentar
2016-07-15,Ålgård Skole,Nei,Nei,Sommerferie
2016-07-18,Ålgård Skole,Nei,Nei,Sommerferie
2016-07-19,Ålgård Skole,Nei,Nei,Sommerferie
2016-07-20,Ålgård Skole,Nei,Nei,Sommerferie
2016-07-21,Ålgård Skole,Nei,Nei,Sommerferie
2016-07-22,Ålgård Skole,Nei,Nei,Sommerferie
2016-07-25,Ålgård Skole,Nei,Nei,Sommerferie
2016-07-26,Ålgård Skole,Nei,Nei,Sommerferie
2016-07-27,Ålgård Skole,Nei,Nei,Sommerferie
2016-07-28,Ålgård Skole,Nei,Nei,Sommerferie
2016-07-29,Ålgård Skole,Nei,Nei,Sommerferie
2016-08-01,Ålgård Skole,Nei,Ja,Sommerferie
2016-08-02,Ålgård Skole,Nei,Ja,Sommerferie
2016-08-03,Ålgård Skole,Nei,Ja,Sommerferie
2016-08-04,Ålgård Skole,Nei,Ja,Sommerferie
2016-08-05,Ålgård Skole,Nei,Ja,Sommerferie
2016-08-08,Ålgård Skole,Nei,Ja,Sommerferie
2016-08-09,Ålgård Skole,Nei,Ja,Sommerferie
2016-08-10,Ålgård Skole,Nei,Ja,Sommerferie
2016-08-11,Ålgård Skole,Nei,Ja,Sommerferie
2016-08-12,Ålgård Skole,Nei,Ja,Sommerferie
2016-08-15,Ålgård Skole,Nei,Nei,Planleggingsdag skole & SFO
2016-08-16,Ålgård Skole,Nei,Nei,Planleggingsdag Skole & SFO
2016-10-10,Ålgård Skole,Nei,Ja,Høstferie
2016-10-11,Ålgård Skole,Nei,Ja,Høstferie
2016-10-12,Ålgård Skole,Nei,Ja,Høstferie
2016-10-13,Ålgård Skole,Nei,Ja,Høstferie
2016-10-14,Ålgård Skole,Nei,Ja,Høstferie
2016-11-18,Ålgård Skole,Nei,Ja,Plandag
2016-12-21,Ålgård Skole,Nei,Ja,Juleferie
2016-12-22,Ålgård Skole,Nei,Ja,Juleferie
2016-12-23,Ålgård Skole,Nei,Ja,Juleferie
2016-12-26,Ålgård Skole,Nei,Nei,2. Juledag
2016-12-27,Ålgård Skole,Nei,Ja,Juleferie
2016-12-28,Ålgård Skole,Nei,Ja,Juleferie
2016-12-29,Ålgård Skole,Nei,Ja,Juleferie
2016-12-30,Ålgård Skole,Nei,Ja,Juleferie
2017-01-02,Ålgård Skole,Nei,Ja,Juleferie
2017-02-27,Ålgård Skole,Nei,Ja,Vinterferie
2017-02-28,Ålgård Skole,Nei,Ja,Vinterferie
2017-03-01,Ålgård Skole,Nei,Ja,Vinterferie
2017-03-02,Ålgård Skole,Nei,Ja,Vinterferie
2017-03-03,Ålgård Skole,Nei,Ja,Vinterferie
2017-04-10,Ålgård Skole,Nei,Ja,Påskeferie
2017-04-12,Ålgård Skole,Nei,nei,Påskeferie
2017-04-13,Ålgård Skole,Nei,Nei,Påskeferie/Helligdag
2017-04-14,Ålgård Skole,Nei,Nei,Påskeferie/Helligdag
2017-04-17,Ålgård Skole,Nei,Nei,Påskeferie/Helligdag
2017-04-18,Ålgård Skole,Nei,Ja,Påskeferie
2017-05-01,Ålgård Skole,Nei,Nei,Off.fridag
2017-05-17,Ålgård Skole,Nei,Nei,Grunnlovsdag
2017-05-25,Ålgård Skole,Nei,Nei,Kr.H.f
2017-05-26,Ålgård Skole,Nei,Ja,Fridag for elevene
2017-06-05,Ålgård Skole,Nei,Nei,2.Pinsedag
2017-06-23,Ålgård Skole,Nei,Ja,Sommerferie
2017-06-26,Ålgård Skole,Nei,Ja,Sommerferie
2017-06-27,Ålgård Skole,Nei,Ja,Sommerferie
2017-06-28,Ålgård Skole,Nei,Ja,Sommerferie
2017-06-29,Ålgård Skole,Nei,Ja,Sommerferie
2017-06-30,Ålgård Skole,Nei,Ja,Sommerferie
2017-07-03,Ålgård Skole,Nei,Nei,Sommerferie
2017-07-04,Ålgård Skole,Nei,Nei,Sommerferie
2017-07-05,Ålgård Skole,Nei,Nei,Sommerferie
2017-07-06,Ålgård Skole,Nei,Nei,Sommerferie
2017-07-07,Ålgård Skole,Nei,Nei,Sommerferie
2017-07-10,Ålgård Skole,Nei,Nei,Sommerferie
2017-07-11,Ålgård Skole,Nei,Nei,Sommerferie
2017-07-12,Ålgård Skole,Nei,Nei,Sommerferie
2017-07-13,Ålgård Skole,Nei,Nei,Sommerferie
2017-07-14,Ålgård Skole,Nei,Nei,Sommerferie
2017-07-17,Ålgård Skole,Nei,Nei,Sommerferie
2017-07-18,Ålgård Skole,Nei,Nei,Sommerferie
2017-07-19,Ålgård Skole,Nei,Nei,Sommerferie
2017-07-20,Ålgård Skole,Nei,Nei,Sommerferie
2017-07-21,Ålgård Skole,Nei,Nei,Sommerferie
2017-07-24,Ålgård Skole,Nei,Nei,Sommerferie
2017-07-25,Ålgård Skole,Nei,Nei,Sommerferie
2017-07-26,Ålgård Skole,Nei,Nei,Sommerferie
2017-07-27,Ålgård Skole,Nei,Nei,Sommerferie
2017-07-28,Ålgård Skole,Nei,Nei,Sommerferie
2017-07-31,Ålgård Skole,Nei,Nei,Sommerferie
